,digitPMTID,digitTime,digitCharge
10,"[6, 9, 12, 13, 24, 26, 29, 53, 61, 62, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 85, 86, 87, 88, 91, 94, 96, 97, 101, 102, 109, 110, 111, 116, 125, 142, 148, 153, 170, 174, 195]","[335.93263921568627, 344.49399999999997, 334.76846666666665, 359.6505195121951, 521.8817015267176, 341.06686666666667, 342.08897462686565, 336.41566666666665, 335.5637084507042, 336.62653188405795, 337.2388188118812, 338.4971197530864, 337.0933588235294, 341.4026032258065, 337.4119, 337.9114, 337.72558461538466, 336.82397489711934, 337.6509145038168, 373.34196341463417, 337.6378240963855, 337.8117285714286, 338.10864528301886, 337.3387, 337.4169004016064, 338.2271307692307, 337.42453333333333, 336.63777635933803, 337.2279791208791, 345.1329, 336.97423636363635, 368.1603923076923, 335.81207894736843, 341.1636040816326, 335.8561287356322, 335.43653333333333, 346.49883636363637, 346.4392307692308, 440.7229666666667, 348.7868823529411, 350.57475244755244, 342.3034368421052]","[3.1396484374998934, 1.9824218750000533, 2.7880859375000533, 3.7109374999998934, 2.4462890625, 1.71875, 2.4999999999998934, 3.5351562500001066, 4.482421874999947, 2.0751953125, 1.5869140624998934, 2.3779296875001066, 4.497070312500107, 1.875, 7.568359375, 7.705078124999947, 3.0908203124999467, 9.150390624999947, 6.928710937499893, 1.9189453125, 6.127929687500107, 3.759765625, 4.194335937500107, 5.878906250000053, 10.136718750000053, 1.9189453125001066, 14.687499999999947, 8.642578125, 6.586914062500107, 3.4033203125000533, 2.7148437499999467, 1.6113281250000533, 1.9775390624999467, 1.9335937500001066, 2.2265625000000533, 1.4599609375, 2.1142578125, 1.8115234374998934, 4.282226562499947, 0.9375000000000533, 2.08984375, 1.2939453125001066]"
11,"[6, 8, 25, 50, 52, 58, 60, 65, 66, 68, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 91, 94, 96, 97, 102, 103, 104, 107, 110, 117, 131, 143, 149, 174, 188, 206, 215]","[336.6709076923077, 336.5079285714286, 335.2256, 336.89203636363635, 355.58535789473683, 335.95866779661014, 337.5688245614035, 337.5754453416149, 337.07810425531915, 335.8510133757962, 337.61809191919195, 336.63836326530617, 336.70788536585366, 337.78234545454546, 338.06716666666665, 337.90335555555555, 337.4755307692308, 337.6861573964497, 336.6107, 336.65317614678895, 338.22008181818177, 337.4164258064516, 337.70363756345176, 336.8343258064516, 336.3161172413793, 337.1618830188679, 336.244125, 337.3716135135135, 336.4612547169811, 334.7015051282051, 353.4763, 354.3327392156863, 347.36347058823526, 341.8793951219512, 339.75613333333337, 346.3230901408451, 335.0369028985507]","[4.472656249999893, 0.9423828125, 3.7890625000000533, 1.9531250000000533, 1.8994140625, 2.8173828125000533, 1.7236328125, 2.20703125, 3.9160156250000533, 6.816406249999893, 1.8847656249998934, 1.9433593749998934, 4.311523437500053, 1.5722656249999467, 0.5029296875, 2.2509765624999467, 2.7880859375000533, 11.049804687499893, 7.7734375, 3.0810546875001066, 2.8955078125000533, 7.309570312500053, 11.874999999999947, 2.6708984374998934, 1.8847656250000533, 0.9765625000000533, 3.3740234374998934, 1.298828125, 0.6933593750000533, 3.5253906250001066, 2.3681640625000533, 2.705078125, 1.5332031250000533, 1.8164062500000533, 0.8251953125, 1.4013671875000533, 1.2988281250000533]"
12,"[0, 6, 8, 23, 29, 51, 54, 58, 65, 66, 67, 68, 70, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 97, 102, 103, 104, 105, 106, 107, 108, 109, 110, 111, 114, 126, 129, 136, 139, 159, 172, 179, 194, 197, 203]","[354.2129801980198, 336.0546, 335.94983333333334, 344.6436037383178, 394.07745932203386, 337.30295862068965, 343.99775, 345.8929606557377, 336.68838421052635, 338.9314920792079, 337.13713584521383, 336.6065150537634, 338.6767, 337.54837368421056, 336.69400952380954, 341.44129999999996, 351.2319403508772, 336.833176056338, 336.4977259259259, 337.7130415730337, 338.6856179190752, 337.9919945945946, 339.10475405405407, 337.01342393162395, 339.19307241379306, 337.2194857142857, 338.81186190476194, 337.8336107526882, 336.28659999999996, 338.1748333333333, 337.483513559322, 336.8977008264463, 335.27295714285714, 557.542195652174, 337.4045367346939, 338.719447368421, 335.77054285714286, 335.8352111111111, 367.6548111111111, 335.0961415929204, 347.89851653543303, 345.7138748201439, 351.13803239436623, 348.0567571428571, 347.37770000000006, 342.9282897959183, 334.03999999999996, 345.0531378378379]","[2.294921875, 3.9648437500000533, 1.7529296875, 2.6220703125, 2.7783203125001066, 2.1191406249999467, 2.0947265624998934, 2.6708984374998934, 2.6562500000000533, 1.5820312500001066, 15.571289062499893, 5.996093750000107, 0.4833984375001066, 2.4804687500001066, 6.386718749999947, 1.6259765625001066, 2.3925781249999467, 4.130859375000053, 3.4912109375, 5.156249999999893, 2.1728515624999467, 5.317382812499947, 2.2656249999999467, 4.6630859375, 1.1181640625, 3.4277343750000533, 1.2841796874998934, 1.9677734374999467, 1.58203125, 6.757812499999947, 0.6201171875000533, 1.8554687500001066, 2.3486328125000533, 1.5478515625, 2.65625, 1.728515625, 2.6904296875000533, 2.5488281250000533, 1.7822265625001066, 1.7041015625001066, 2.0751953125001066, 3.0371093750000533, 2.7636718750000533, 4.0283203125, 1.1914062499998934, 1.8164062500001066, 0.6982421875, 1.9970703124998934]"
13,"[3, 6, 13, 22, 23, 29, 51, 53, 58, 59, 60, 65, 67, 68, 73, 74, 75, 80, 81, 83, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 109, 117, 119, 148, 171, 173, 174, 178, 184, 192, 213, 215, 216, 218, 223, 236]","[335.8163956521739, 335.35085000000004, 342.5688238095238, 334.52670068027214, 338.00820157480314, 24.68967777777779, 337.7185333333333, 342.1632857142857, 336.36293333333333, 336.4200204081633, 336.59068, 337.4465151815182, 336.7725823529412, 336.3819756756757, 337.12140000000005, 336.65296150627614, 337.1935222222222, 337.86716666666666, 336.67527107438013, 338.30019830508473, 358.16094430379746, 337.13692691292874, 337.99872307692306, 337.21323418803416, 336.53061205164994, 338.91289710144923, 338.20323333333334, 336.7633536231884, 337.5388950819672, 337.30230000000006, 336.7716189189189, 371.43950689655173, 345.3453317073171, 344.00856, 344.505, 346.24187596899225, 346.7023724137931, 343.1723782608696, 286.40183333333334, -37.74573902439025, 347.579235483871, 341.2095817204301, 335.32085154639174, 346.08813548387093, 343.18877766990295, 341.1977418604651]","[2.8955078125, 2.5634765624998934, 2.0507812500001066, 2.3193359374998934, 1.8408203124999467, 1.6259765624999467, 2.2607421875001066, 2.0263671875001066, 1.0595703124999467, 2.3193359374999467, 1.0205078124999467, 4.90234375, 1.7431640624998934, 4.130859374999893, 4.697265624999947, 8.100585937499947, 7.739257812500107, 8.955078125, 8.471679687500053, 3.3544921874999467, 3.1250000000000533, 8.491210937499947, 1.5869140625000533, 9.663085937499947, 12.871093750000107, 2.0214843750001066, 0.6152343750001066, 4.794921875, 3.9794921875001066, 0.3271484374998934, 0.6152343749999467, 2.6660156249999467, 2.1533203125000533, 2.0361328124998934, 1.9042968749998934, 2.2363281250000533, 1.0791015624998934, 0.5224609374998934, -0.08300781249989342, 1.7382812500000533, 3.7744140624998934, 2.4853515625, 2.6025390625, 3.9257812500001066, 2.949218749999947, 3.1445312500001066]"
14,"[3, 6, 13, 20, 25, 41, 62, 65, 66, 67, 68, 71, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 102, 103, 107, 108, 109, 110, 113, 116, 117, 131, 164, 166, 173, 216, 236, 240]","[336.6715596491228, 336.1146, 335.83641340206185, 336.9430150943396, 335.61993333333334, 664.2852972972972, 338.02827101449276, 337.73397272727277, 337.43882785388126, 336.51234502164505, 336.264603030303, 337.4884096774193, 336.400871830986, 337.8558, 337.83667313432835, 337.2350701357466, 337.52894285714285, 337.4448034013605, 339.1651, 337.7633842519685, 338.9628787709497, 337.25866274509804, 337.24998527607363, 336.95966440677967, 337.94277567567565, 336.6064024691358, 337.34128085106386, 335.5181000000001, 335.55449999999996, 338.7035474576271, -5.603785714285721, 337.48426666666666, 335.94217142857144, 343.81329999999997, 342.7705222222222, 328.651, 328.359537735849, 329.1100634920635, 335.7268126582278, 354.1155173913043, 345.3034454545454]","[2.7441406250000533, 3.2275390625, 2.1728515624999467, 1.9970703125, 2.1289062500000533, 1.2568359375000249, 1.1767578124998934, 1.9482421874998934, 4.130859375000107, 9.570312500000053, 4.443359374999893, 1.8603515625000533, 4.609374999999893, 0.8593750000001066, 4.409179687500107, 11.245117187500107, 3.73046875, 2.9345703125001066, 1.54296875, 4.252929687500107, 5.043945312499893, 7.709960937500107, 4.384765624999947, 4.824218749999947, 1.3769531250000533, 4.3994140625, 0.8984374999998934, 0.8349609374998934, 1.6894531250001066, 1.6796874999998934, 1.54296875, 0.9619140625, 0.498046875, 2.734375, 1.2207031250000533, 1.9677734374998934, 2.177734375, 1.6552734374998934, 2.3339843750000533, 1.5039062500000533, 1.8945312500001066]"
15,"[3, 6, 13, 18, 51, 55, 58, 59, 60, 61, 62, 65, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 86, 87, 88, 94, 96, 99, 103, 106, 107, 110, 117, 124, 160, 183, 202, 203, 228, 240]","[335.8998100917431, 343.70229230769223, 335.45564551495016, 335.95723725490194, 335.8466285714286, 341.1724990291262, 337.77164918032787, 336.5258595041322, 335.25511510791364, 336.1773387596899, 337.0037693877551, 336.79952758620686, 336.79355714285714, 336.2899842105263, 338.74969999999996, 336.5217523206751, 337.50690000000003, 337.91853333333336, 337.8818882352941, 338.25100000000003, 337.2251945337621, 337.1020325581395, 337.60937368421054, 337.7669421686747, 336.9332, 336.30013887043185, 344.0497161290323, 336.2949287128713, 337.7309243902439, 415.99935862068963, 342.4361448275862, 336.19333809523806, 27.501227272727263, 339.6888555555555, 334.08881621621623, 363.6266538461539, 346.2928111111112, 342.6703620689655, 344.90941764705883, 231.7801, 352.5036692307691]","[2.8417968750000533, 2.9296875000000533, 4.418945312500053, 1.0888671874998934, 2.3388671875000533, 1.6796875, 2.3974609375001066, 2.8125, 5.913085937500053, 3.1591796875001066, 0.9130859374999467, 7.519531249999947, 6.977539062500053, 5.419921874999947, 6.113281249999947, 7.919921874999947, 3.7158203125000533, 4.887695312500053, 5.454101562500053, 4.121093749999893, 8.842773437500107, 6.0693359375, 8.505859374999947, 7.163085937499947, 8.994140625000053, 9.902343749999893, 0.244140625, 5.932617187499947, 1.7578125000001066, 1.9580078124998934, 3.8916015625000533, 0.9521484375000533, 2.2314453125000533, 1.1230468750001066, 2.2216796874998934, 2.0117187500000533, 2.1240234374998934, 2.7343750000001066, 1.8115234375, 1.6845703124999467, 2.1044921875001066]"
16,"[2, 13, 17, 18, 20, 28, 50, 59, 60, 62, 63, 65, 66, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 87, 88, 94, 96, 97, 99, 101, 103, 104, 111, 114, 116, 133, 143, 151, 159, 162, 186]","[336.00750000000005, 336.64103913043476, 394.02918048780487, 335.81861612903225, 336.6987848739496, 751.1210967741936, 335.9955304347826, 350.96206122448973, 337.0532857142857, 335.9124782178218, 385.6704294117647, 337.4655387096774, 337.0584922077922, 359.6717054054054, 339.821424137931, 337.87268313253014, 336.33728926174496, 336.56050674846625, 336.9348164835165, 371.5149666666667, 338.3657525252525, 336.7219754385965, 337.4590559055118, 336.92172040816325, 337.1589929824562, 337.04968979591837, 336.6133172413793, 337.29398524590164, 336.7900052631579, 336.83845172413794, 337.6306425531915, 336.4935, 334.8534000000001, 338.3459181818182, 335.0311, 370.9200483870967, 345.3124777777778, 349.6722161290322, 330.88814745762716, 353.2222428571429, 347.47535945945947]","[2.1582031249998934, 1.845703125, 1.9287109375, 1.6162109374998934, 4.155273437499947, 1.5917968749998934, 2.1191406250000533, 3.4179687500000533, 3.8525390625, 2.1630859375000533, 1.5478515625000533, 2.8857421875001066, 2.9882812500001066, 3.0029296875000533, 0.6005859375000533, 2.3779296875000533, 9.472656250000053, 5.976562500000107, 2.9296875, 3.2470703125000533, 3.4521484374999467, 4.765624999999893, 3.6669921875000533, 6.313476562499893, 7.0947265625, 1.6552734374999467, 5.083007812499893, 5.170898437499893, 1.9335937499998934, 3.2714843750000533, 2.0458984374998934, 2.2216796875001066, 0.3466796874999467, 0.4736328124998934, 1.8212890625, 1.0156250000001066, 2.138671875, 2.0849609374998934, 8.442382812499947, 0.9423828124999467, 1.5429687499998934]"
17,"[3, 5, 6, 29, 55, 59, 60, 61, 65, 66, 67, 68, 71, 72, 73, 74, 75, 78, 80, 81, 83, 87, 88, 91, 94, 96, 97, 101, 111, 118, 136, 157, 168, 171, 178, 186, 209, 214]","[347.65191052631576, 333.79076129032256, 342.25253103448273, 333.52552162162164, 338.8393294117647, 592.0111276595745, 338.32973170731714, 336.15798627450977, 337.6847, 337.5875115942029, 336.3895764044944, 336.7676793103448, 339.3851929577464, 335.9083814814815, 337.1115315789474, 341.1438, 336.4969074766355, 339.24200689655174, 337.4075588235294, 336.97112773109245, 338.99492745098036, 339.2591210526316, 336.8662604316547, 338.1127453608247, 337.4392206185567, 341.99348421052633, 336.84516451612905, 336.89861794871797, 336.63376363636365, 448.31586206896554, 306.8461846153846, 346.37362197802196, 365.6872121212121, 348.30392857142857, 342.12890000000004, 347.49490000000003, 346.28603174603177, 335.7037611940299]","[2.4121093749999467, 2.3388671875001066, 1.552734375, 2.5195312499999467, 2.2558593749998934, 0.5957031249998934, 3.4521484374998934, 2.2265625000001066, 1.6015624999998934, 2.8564453125000533, 2.8515624999999467, 4.169921875000053, 0.8886718750001066, 3.1249999999999467, 4.370117187500053, 1.5283203125001066, 2.9052734375001066, 0.6835937500001066, 2.0654296874998934, 8.403320312499893, 1.6748046875001066, 1.1279296875000533, 12.749023437499947, 2.3681640624999467, 3.6376953125000533, 3.0517578125000533, 2.9003906249999467, 2.2021484375000533, 2.3632812499998934, 2.0312499999999467, 1.5673828125001066, 2.7343749999999467, 2.6464843750000533, 1.6845703124998934, 0.83984375, 2.2998046874998934, 2.919921875, 2.1875]"
18,"[5, 6, 12, 13, 17, 18, 20, 21, 38, 52, 58, 60, 63, 65, 67, 68, 70, 72, 73, 74, 75, 78, 81, 83, 85, 86, 88, 94, 96, 97, 101, 105, 110, 111, 116, 136, 145, 161, 172, 182, 183, 186, 188, 193, 208, 210, 224]","[347.6574095238095, 336.6563543859649, 341.6888, 336.16386375838925, 362.6537333333333, 337.8030719626168, 336.7647818181818, 342.6347, 402.57485398230097, 335.21062105263155, 339.53320465116275, 337.1576440677966, 342.54938648648647, 337.735752631579, 338.03615454545456, 337.3406661971831, 338.58421807228916, 337.93623333333335, 337.50966305220885, 336.572895035461, 337.2946027522936, 337.7081636363636, 337.9576333333333, 338.17037407407406, 337.24670883977905, 337.20153793103447, 337.16330000000005, 337.31412086330937, 336.70582197802196, 337.4352784386617, 337.40850465116284, 337.7085461538461, 336.51909459459455, 368.5067333333334, 370.1957052631579, 345.91869115646256, 351.05899999999997, 347.92086363636366, 328.0195097560976, 434.7134454545454, 348.15793357664234, 349.40030677966104, 300.11953469387754, 353.8447444444445, 348.04062857142856, 371.53400000000005, 343.30807931034485]","[1.2841796875000533, 2.3828124999999467, 4.130859375000107, 5.327148437500053, 1.6406249999999467, 1.9775390624999467, 2.7929687500000533, 1.7285156249999467, 3.3007812500000533, 2.6611328125000533, 1.0400390625001066, 1.7138671875, 2.0019531249998934, 4.624023437500053, 3.8281249999999467, 8.139648437499893, 0.693359375, 2.6904296874999467, 4.5703125, 5.7373046875, 4.624023437499893, 1.6357421875001066, 5.141601562500107, 7.6904296875, 6.1962890625, 8.7109375, 7.182617187500053, 5.205078124999893, 1.4160156249999467, 7.524414062499893, 2.1240234374999467, 1.8847656250001066, 3.9062500000000533, 1.2890624999999467, 2.1484374999999467, 2.0703125, 1.2451171874999467, 1.8701171875, 2.3486328124999467, 1.7773437500001066, 2.3974609374999467, 1.6162109375, 1.1425781250000533, 2.1728515624999467, 1.923828125, 1.4160156249998934, 2.9589843750001066]"
19,"[13, 18, 20, 22, 23, 29, 49, 59, 62, 66, 67, 71, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 101, 103, 110, 113, 144, 157, 159, 160, 172, 174, 176, 183, 205, 206, 214]","[335.39806447876447, 336.0444225806451, 338.2118380952381, 333.4841228070175, 336.1748425531915, 333.09204814814814, 337.91222631578944, 336.38155813953483, 336.6863975609756, 336.5883, 336.7451522144522, 341.59523846153843, 336.9961631578947, 337.2306868338558, 336.54353333333336, 336.8769684491979, 392.12884347826093, 337.2472326732673, 337.63564615384615, 337.37810722891567, 338.4395356687898, 338.3509555555556, 337.0107, 338.7524493506494, 338.6800276595744, 354.7412, 336.3042161849711, 353.23561428571435, 335.7016, 336.7539228187919, 335.8655310344828, 344.7185826086956, 676.0117240310078, 344.3408789473684, 346.39557936507936, 262.20056666666665, 83.14819999999997, 344.9670793103448, 352.0427265486726, -68.5092677966102, 346.2870692913385, 334.0903529411765]","[6.162109375, 2.0800781250001066, 1.8017578125, 2.1582031250000533, 2.4365234375, 1.0107421875, 2.6806640625000533, 3.3203125, 4.746093750000107, 1.4111328125000533, 9.604492187500053, 1.9580078124999467, 3.6816406250001066, 7.871093749999947, 2.7978515624998934, 7.177734375, 0.7421874999999467, 8.408203124999947, 7.797851562500053, 2.7246093750001066, 2.2167968749999467, 8.559570312500107, 3.8720703124998934, 3.9257812499998934, 1.7578125000001066, 1.5966796874998934, 4.16015625, 3.5058593749998934, 2.0019531249998934, 3.2177734374998934, 2.4755859374999467, 1.1181640625001066, 2.1240234374999467, 0.2783203125, 2.0751953125001066, 2.5244140625000533, 2.0458984375001066, 1.8652343750001066, 1.4453125000001066, 1.1572265625001066, 2.4902343750001066, 2.0019531249998934]"
20,"[3, 6, 9, 12, 18, 21, 25, 49, 54, 55, 61, 62, 63, 65, 67, 68, 72, 73, 75, 81, 83, 85, 86, 87, 88, 94, 96, 97, 103, 104, 105, 106, 108, 110, 115, 116, 117, 124, 139, 152, 170, 187, 208]","[335.71395, 335.8789243243243, 357.8376666666667, 334.0677090909091, 343.4850401709401, 345.1293568627451, 335.63164901960783, 335.3431814814815, 345.1221851851852, 343.45579999999995, 335.97160693069304, 349.5688964912281, 337.63273606557374, 335.88156567164174, 318.9429292993631, 337.7507094488189, 337.01294651162794, 336.72158041237117, 336.902289010989, 337.9278, 336.9123606060606, 337.10436374501995, 337.73027671232876, 337.78749999999997, 336.72662490272376, 336.95799999999997, 337.6669304347826, 337.27686958525345, 337.9546952380952, 336.2074007092198, 337.82015454545456, 339.76990256410255, 371.73374096385544, 336.37669047619045, 334.5361511627907, 335.5306629370629, 337.7128419847328, 336.2020117647059, 335.2406743362832, 339.0881, 348.6894848484849, 346.66097777777776, 366.5735636363636]","[1.4599609375, 2.1777343750001066, 1.5136718749999467, 0.7421875000000533, 1.4794921875000533, 1.9335937499999467, 2.32421875, 1.8554687499999467, 1.7871093750001066, 2.8417968750000533, 1.8017578125, 1.4208984374999467, 1.8115234375001066, 5.405273437500053, 3.8134765625000533, 2.1191406250001066, 2.9541015624998934, 13.095703124999893, 2.8906250000000533, 3.9306640624998934, 6.562500000000053, 5.527343749999893, 6.064453124999947, 2.9101562500001066, 6.010742187499893, 5.004882812500107, 7.128906250000107, 5.703124999999947, 1.1083984374999467, 3.8085937500000533, 0.9521484374999467, 1.6845703125000533, 2.2656249999998934, 1.5771484374999467, 1.9433593749998934, 1.9580078125, 2.3876953125000533, 2.4999999999999467, 2.7392578125001066, 1.4501953125, 1.8945312499998934, 2.2509765624999467, 2.5830078125001066]"
21,"[3, 6, 9, 10, 23, 27, 52, 55, 61, 62, 65, 67, 71, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 96, 97, 101, 102, 103, 104, 108, 109, 116, 163, 164, 210, 219]","[335.45012424242424, 336.25514054054054, 344.9067142857143, 339.92982, 342.5713511811024, 359.8164103896104, 337.0293232876712, 336.14019024390245, 371.75124117647056, 336.30305362318836, 337.17470000000014, 336.7392067873303, -163.65029999999942, 337.6783871794872, 337.01001981981983, 336.4938641025641, 336.85725454545457, 336.9942254901961, 337.1271846153846, 339.1934111111111, 338.31045384615385, 336.63135683453237, 337.33107558685447, 336.7962827586207, 336.5825222222222, 337.75008507462684, 336.93091694915256, 336.01897606837605, 366.2206, 336.7777735042735, 335.631702247191, 338.0151615384616, 335.22026666666676, 380.0237694656488, 345.18343636363636, 344.6016848484848, 336.5568358974359]","[1.357421875, 1.9091796875, 1.2451171874998934, 1.806640625000053, 2.5292968750001066, 3.0029296875000533, 5.561523437500053, 1.2988281249998934, 2.8124999999998934, 1.4111328125001066, 1.7871093749998934, 4.985351562500053, 1.9628906250000533, 3.10546875, 6.206054687500053, 4.194335937500053, 2.2998046874999467, 10.9326171875, 7.719726562500053, 1.7773437499998934, 4.023437499999947, 5.278320312500053, 6.816406250000107, 3.5205078124998934, 12.607421875000107, 3.212890625, 3.6718750000001066, 5.361328124999893, 1.7822265625000533, 3.2128906249998934, 1.5136718750000533, 3.3496093749999467, 0.9619140624999467, 2.4218750000000533, 3.6376953124999467, 1.6015625, 2.5195312499998934]"
22,"[1, 2, 6, 8, 13, 14, 18, 20, 54, 60, 61, 62, 63, 67, 71, 72, 73, 74, 75, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 110, 112, 124, 131, 143, 159, 179, 195, 203, 213, 218, 240]","[346.409, 335.0325909090909, 336.31493057851236, 334.80977102803735, 335.9949923076923, 329.2852158878504, 335.6603295081967, 336.8027788617886, 335.85417647058824, 336.2823333333333, 336.26082760736193, 336.0481231292517, 337.84311978021975, 336.7724081850534, 337.55580909090907, 337.04843846153847, 337.34767005347595, 338.98157254901963, 336.63228360655734, 337.5683260869565, 337.0799690140845, 337.73967278106505, 338.81014984984984, 338.67740000000003, 337.4994912087912, 338.181334883721, 340.07952835820896, 337.2541865546218, 337.636114084507, 337.1187888888889, 337.3106, 334.96531012658227, 365.1640666666667, 337.0640285714286, 342.882918705036, 351.6740220338983, -101.83736666666647, 345.47402352941174, 344.5116457364341, 344.31333921568626, 335.75012051282044, 346.03985853658537, 349.72919629629627]","[3.2080078124998934, 3.7353515625000533, 1.7138671875000533, 1.5380859375001066, 1.6162109374998934, 2.5683593750001066, 1.5478515625000533, 1.962890625, 2.2656250000000533, 1.5673828125000533, 4.033203125000053, 2.041015625, 1.8017578125001066, 6.103515625000107, 4.375000000000107, 3.125, 4.975585937500107, 2.20703125, 3.6328125000001066, 2.0068359375000533, 11.396484375000053, 2.7539062500001066, 4.907226562500107, 4.096679687499893, 2.3632812499999467, 6.606445312499947, 6.132812499999893, 6.059570312500107, 2.3535156249998934, 3.2763671875, 2.0458984374998934, 2.1777343750001066, 2.2070312499999467, 1.2792968749998934, 3.7011718750000533, 2.6855468750000533, 2.2460937499999467, 4.921875000000053, 2.3144531249999467, 1.8359374999998934, 1.6894531250000533, 1.9628906249998934, 0.8886718750000533]"
23,"[2, 6, 8, 13, 14, 18, 20, 22, 23, 32, 42, 47, 60, 65, 66, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 91, 94, 96, 97, 101, 102, 103, 104, 108, 114, 121, 151, 172, 180, 181, 203, 206, 215]","[360.3061666666667, 336.4416588235294, 336.26849999999996, 339.5910948717949, 345.3584680672269, 336.8661, 369.0739033707865, 342.9112666666667, 334.15326511627904, 353.5575195121951, 347.6294090909091, 10.107925490196095, 336.6192409638554, 339.442980254777, 337.51303766233764, 342.47313902439026, 336.4343, 337.7754714285714, 337.8152636363637, 337.1202840336135, 337.77686634304206, 339.00991042944787, 337.70519135802465, 337.5862, 339.67876753246753, 368.56493768115945, 337.7840966292135, 336.64166774193546, 338.02019080459775, 337.98856666666666, 337.87, 337.26573103448277, 337.5561322580645, 337.49022786885246, 336.5830528301887, 337.28043233532935, 336.21526165803107, 357.3321666666667, 343.9859181818182, 341.3917153846154, 273.7429727272727, 363.3719733944954, 343.7106275590551, 347.2562083969466, 347.1030611940298, 366.3592947368421, 341.37495806451614]","[1.494140625, 2.2460937499999467, 1.4160156250000533, 1.337890625, 2.2949218749998934, 0.9472656249999467, 1.9970703125, 1.9042968749998934, 3.3203125000001066, 1.11328125, 2.6708984374999467, 1.9531249999998934, 1.3037109374999467, 2.4169921875001066, 5.546875000000107, 3.671875, 2.6611328125001066, 3.1933593750000533, 3.2275390625, 12.128906250000053, 6.0107421875, 2.958984375, 4.799804687500107, 1.6992187499999467, 2.0166015625, 2.0507812499998934, 8.383789062500107, 2.4658203125000533, 12.368164062500107, 2.0654296874999467, 2.4755859375000533, 7.363281249999947, 1.5820312499999467, 2.3339843750001066, 2.1728515624999467, 3.6181640624998934, 5.361328125000053, 1.0595703124998934, 1.8017578124999467, 1.3720703125, 1.0058593750000533, 2.5000000000001066, 2.6611328125000533, 2.3779296874998934, 2.2705078125, 1.8994140625, 2.4560546875000533]"
24,"[0, 12, 13, 14, 18, 20, 50, 54, 58, 59, 61, 65, 67, 68, 72, 73, 74, 75, 78, 80, 81, 83, 85, 86, 87, 88, 94, 96, 97, 101, 102, 103, 104, 105, 107, 108, 109, 113, 131, 159, 183, 224]","[339.6717594936709, 334.1343903614458, 335.1011181818182, 329.2734898734177, 368.35409999999996, 336.62180547945206, 336.18674146341465, 337.8727037037037, 348.7058727272727, 337.821380952381, 336.25489259259257, 337.8377167597765, 336.67975263157894, 336.02211699346407, 336.303541221374, 337.79754661654135, 336.8511090909091, 337.7833071047957, 337.30580000000003, 338.34450000000004, 337.78132380952377, 337.7890160493827, 338.69976902654867, 336.8749757575758, 337.1486661016949, 339.1845692307693, 337.5741655172414, 336.39825871559634, 337.2718706422018, 337.1638534883721, 493.5140782608696, 335.7093710843373, 337.37396511627907, 337.3925021978022, 337.30476666666675, 336.0957222222222, 337.20848947368415, 336.3764372093023, -18.44159473684209, 344.5133506329114, 346.17485942028986, 345.9749926829269]","[2.05078125, 2.4316406249998934, 1.240234375, 1.23046875, 1.0205078125000533, 2.6123046874999467, 1.8310546874998934, 1.7675781250001066, 1.9726562499998934, 1.5087890625, 1.0791015625000533, 3.0224609375, 7.265625000000106, 6.435546874999947, 2.6562500000001066, 2.6171874999999467, 15.405273437499893, 8.989257812499893, 1.064453125, 0.6542968749999467, 7.001953125, 7.138671875000053, 1.5820312500000533, 5.1171875, 4.140625000000053, 4.516601562499947, 1.6845703124999467, 7.070312500000107, 4.1064453125, 3.6230468750001066, 1.5966796875, 4.365234375000053, 1.7333984375, 1.533203125, 0.4736328124999467, 1.4599609375000533, 2.4267578125001066, 1.9580078124999467, 0.9033203124999467, 4.428710937499947, 1.635742187500053, 2.939453125]"
