eventNumber,hitDetID,hitT,hitQ
106,"[344, 366, 369, 369, 373, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 455, 459, 460]","[641.3333333333334, 1338.0, 798.9230769230769, 1922.75, 774.7142857142857, 382.9665573770492, 398.0, 408.0, 423.0, 424.0, 432.0, 440.0, 463.6666666666667, 603.5, 747.0, 385.0, 409.0, 502.0, 645.0, 783.0, 491.6363636363636, 1755.6, 460.6666666666667]","[0.001438623046875, 0.0008254394531250001, 0.008018554687500005, 0.004410205078125, 0.0027357421875000005, 0.18423808593750005, 0.0225462890625, 0.001910302734375, 0.001698046875, 0.0014622070312499999, 0.0006131835937500001, 0.00035375976562499996, 0.0011791992187500002, 0.0027593261718750002, 0.003561181640625, 0.0012263671874999998, 0.0011791992187500002, 0.0042451171874999995, 0.0069336914062499986, 0.006627099609375003, 0.00113203125, 0.006061083984375002, 0.0011556152343750001]"
107,"[341, 354, 415, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[468.0, 1656.7142857142858, 466.4, 383.8744939271255, 400.0, 407.4744525547445, 423.3636363636364, 424.0, 433.14285714285717, 603.3333333333334, 755.0, 387.0, 410.0, 502.0, 644.0, 787.0]","[0.0011556152343750001, 0.004976220703124999, 0.0021697265625, 0.18584179687499996, 0.02995166015624999, -0.00011791992187500017, 0.002193310546875, 0.001698046875, 0.000542431640625, 0.0027829101562500003, 0.0031366699218750007, 0.00089619140625, 0.000683935546875, 0.004127197265625001, 0.0070516113281249996, 0.006061083984375002]"
108,"[339, 344, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[1655.3333333333333, 639.0, 383.2598039215686, 398.0, 407.1333333333333, 423.06666666666666, 424.0, 432.0, 440.0, 455.6666666666667, 610.6666666666666, 746.0, 385.0, 409.3333333333333, 502.0, 645.3333333333334, 787.0]","[0.00221689453125, 0.0014622070312500003, 0.18829453125000004, 0.026673486328125006, -0.00033017578125, 0.00193388671875, 0.0015093750000000003, 0.000448095703125, 0.00033017578125, 0.000636767578125, 0.0029479980468750007, 0.003962109375000001, 0.00117919921875, 0.0009433593750000003, 0.003702685546875001, 0.006532763671875001, 0.007216699218750002]"
109,"[339, 358, 370, 393, 404, 412, 416, 416, 416, 416, 416, 416, 416, 420, 420, 440, 446, 448, 450, 450, 450, 450, 450]","[776.0, 1902.0, 65.0, 469.77777777777777, 528.6666666666666, 1489.857142857143, 383.341075794621, 398.0, 407.2291666666667, 423.14285714285717, 424.0, 432.0, 440.0, 610.0, 753.3333333333334, 1913.5555555555557, 472.0, 1793.3333333333333, 386.0, 409.0, 502.5, 644.6666666666666, 783.0]","[0.001910302734375, 0.00099052734375, 0.0012735351562500003, 0.002476318359375001, 0.0032545898437500017, 0.0031602539062500013, 0.187728515625, 0.025399951171875004, -0.0002830078125000001, 0.0019338867187500004, 0.0014857910156249998, 0.0004009277343749999, 0.000165087890625, 0.0025470703125, 0.003089501953125, 0.0030423339843750003, 0.002146142578125, 0.003089501953125002, 0.00108486328125, 0.00117919921875, 0.0037734374999999994, 0.006980859375000002, 0.006815771484375001]"
110,"[366, 384, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1240.6666666666667, 460.75, 383.475015051174, 398.0, 407.302752293578, 423.2, 434.0, 469.8, 607.0, 753.0, 386.0, 409.5, 503.0, 646.0, 785.3333333333334]","[0.0037970214843750017, 0.0015565429687500005, 0.1865021484375, 0.027475341796875004, -0.00037734375, 0.0026885742187499994, 0.0008490234374999998, 0.0032545898437500017, 0.0029479980468750007, 0.0045517089843750014, 0.00127353515625, 0.0006839355468750001, 0.0036791015624999994, 0.006367675781250001, 0.006320507812499999]"
111,"[339, 339, 339, 366, 369, 370, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[617.3333333333334, 774.0, 1664.2222222222222, 1185.0, 328.5, 543.5555555555555, 383.259987707437, 398.0, 407.1777777777778, 423.09090909090907, 424.0, 432.0, 608.0, 751.0, 385.0, 409.0, 501.5, 646.0, 784.0]","[0.0020753906250000004, 0.00212255859375, 0.002334814453125001, 0.000966943359375, 0.002075390625000001, 0.0024291503906250004, 0.18864829101562502, 0.026343310546874995, -0.0003773437499999998, 0.0019574707031250003, 0.0016508789062500001, 0.00047167968750000015, 0.00301875, 0.0038441894531250007, 0.001202783203125, 0.001061279296875, 0.00429228515625, 0.006792187500000002, 0.006532763671875004]"
112,"[334, 334, 335, 339, 340, 366, 366, 379, 383, 395, 400, 404, 413, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 433, 449, 449, 450, 450, 450, 450, 450, 463]","[87.0, 1340.0, 93.11764705882354, 777.0, 799.3333333333334, 665.0, 1439.0, 127.33333333333333, 312.6666666666667, 1015.5294117647059, 1113.2631578947369, 424.57142857142856, 172.0, 383.13684210526316, 398.0, 407.0120481927711, 422.7692307692308, 424.0, 432.0, 440.0, 448.0, 610.6666666666666, 716.6, 942.7272727272727, 297.27272727272725, 300.0, 384.5, 407.6, 501.0, 645.0, 783.3333333333334, 1953.6666666666667]","[0.001061279296875, 0.0014150390625000003, 0.006202587890624999, 0.002381982421875, 0.0016980468750000003, 0.0015801269531249998, 0.00155654296875, 0.00061318359375, 0.0017452148437500001, 0.002523486328125001, 0.0021461425781250003, 0.002900830078125001, 0.0020989746093749997, 0.18084199218750002, 0.026437646484374997, -0.00047167968749999993, 0.0015565429687499997, 0.00174521484375, 0.0005895996093750001, 0.00030659179687500006, 0.0008490234375, 0.0032074218750000006, 0.0061554199218750005, 0.003325341796875, 0.001674462890625, 0.0017923828125, 0.001249951171875, 0.0009197753906250001, 0.004315869140625, 0.007546875000000002, 0.006627099609375001, 0.0009669433593750002]"
113,"[339, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[776.0, 383.45498489425984, 398.0, 407.25714285714287, 423.09090909090907, 424.0, 434.0, 463.6666666666667, 609.0, 747.5, 923.0, 385.0, 409.0, 502.5, 643.0, 788.0]","[0.00193388671875, 0.18624272460937502, 0.027522509765625005, -0.00033017578125000023, 0.002075390625, 0.001627294921875, 0.00051884765625, 0.0004716796875, 0.002617822265625, 0.0033253417968750003, 0.0015329589843750002, 0.00113203125, 0.001155615234375, 0.0046224609375, 0.007311035156250002, 0.0069101074218750015]"
114,"[339, 362, 416, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[775.0, 1222.6666666666667, 383.01341853035143, 398.0, 406.9855072463768, 422.8333333333333, 424.0, 432.0, 447.6666666666667, 479.6666666666667, 583.6666666666666, 606.0, 757.0, 923.0, 385.6, 409.3333333333333, 502.8, 646.0, 787.0]","[0.0020989746093749997, 0.0021933105468749992, 0.183176806640625, 0.0336779296875, -0.00018867187500000006, 0.0016744628906249996, 0.0016037109375, 0.000400927734375, 0.0004245117187500001, 0.000636767578125, 0.003254589843750001, 0.0031130859374999998, 0.004268701171874999, 0.0018159667968750005, 0.00127353515625, 0.0010376953125, 0.004103613281250001, 0.007358203125000002, 0.007028027343750001]"
115,"[334, 366, 366, 370, 413, 415, 416, 416, 416, 416, 416, 416, 420, 420, 420, 441, 450, 450, 450, 450, 450]","[711.5, 753.0, 1482.5, 997.6, 456.4, 466.2857142857143, 383.3803496081977, 398.0, 407.21495327102804, 423.0285714285714, 434.0, 440.0, 607.0, 754.0, 916.0, 471.42857142857144, 385.0, 408.6666666666667, 502.5, 643.3333333333334, 784.0]","[0.0012263671875000002, 0.0010376953125000004, 0.00174521484375, 0.00113203125, 0.0017687988281249998, 0.0015565429687499999, 0.187327587890625, 0.027876269531249998, -0.00037734374999999975, 0.00264140625, 0.000566015625, 0.00047167968750000004, 0.003183837890625001, 0.00415078125, 0.0022404785156249995, 0.0024055664062499994, 0.0014150390624999998, 0.00117919921875, 0.0043630371093750005, 0.007075195312500001, 0.0067686035156250025]"
116,"[339, 350, 354, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[777.0, 460.90909090909093, 461.2, 383.1497524752475, 398.0, 407.025, 422.9655172413793, 424.0, 432.0, 440.0, 608.0, 753.0, 923.0, 384.6666666666667, 410.6666666666667, 502.6666666666667, 644.0, 786.0]","[0.0017216308593749996, 0.001910302734375, 0.00165087890625, 0.18119575195312496, 0.026248974609375, -0.00028300781250000006, 0.0018159667968749996, 0.0014622070312499999, 0.000400927734375, 0.00028300781249999995, 0.0027357421874999992, 0.00344326171875, 0.001674462890625, 0.00108486328125, 0.0008490234375, 0.0035847656249999994, 0.006108251953125001, 0.005825244140624999]"
117,"[366, 369, 378, 400, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[1855.0, 1669.0, 510.0, 464.6666666666667, 383.48595337716677, 398.0, 407.2212389380531, 423.14285714285717, 434.0, 583.6, 608.6666666666666, 752.0, 913.3333333333334, 385.5, 409.0, 502.5, 645.3333333333334, 789.0]","[0.0014386230468750002, 0.0018867187499999993, 0.001910302734375, 0.0022404785156250003, 0.18579462890625004, 0.029055468750000004, -0.00030659179687500006, 0.002523486328125, 0.0006131835937500001, 0.003183837890625001, 0.0033489257812500013, 0.003466845703125, 0.002452734375, 0.0013914550781250002, 0.0008961914062500003, 0.003820605468750001, 0.006650683593750001, 0.0061318359375000025]"
118,"[339, 339, 341, 366, 369, 369, 396, 413, 416, 416, 416, 416, 416, 420, 450, 450, 450, 450, 450]","[593.3333333333334, 769.3333333333334, 483.3333333333333, 481.42857142857144, 63.45945945945946, 1793.0, 471.53846153846155, 459.125, 383.20444718962324, 398.0, 407.07142857142856, 423.0, 424.0, 607.3333333333334, 386.5, 410.0, 504.0, 645.0, 786.0]","[0.0037026855468750004, 0.00264140625, 0.0011320312500000004, 0.0028300781250000006, 0.02070673828124999, 0.0051177246093750016, 0.0023112304687500007, 0.00202822265625, 0.180676904296875, 0.026107470703125003, -0.00042451171875000014, 0.0016508789062500001, 0.00127353515625, 0.0027357421875, 0.0011556152343750001, 0.0007311035156250003, 0.0035375976562499996, 0.007004443359375001, 0.006320507812500001]"
119,"[339, 339, 366, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[585.3333333333334, 776.0, 1807.6666666666667, 383.30801687763716, 398.0, 407.11578947368423, 422.96774193548384, 424.0, 434.0, 616.0, 743.3333333333334, 385.2, 410.6666666666667, 502.5, 644.0, 786.0]","[0.0036555175781250006, 0.0016508789062500001, 0.001249951171875, 0.187186083984375, 0.0283951171875, -0.0005424316406250003, 0.0020753906249999995, 0.0016744628906249998, 0.0004009277343749999, 0.0028300781250000006, 0.004009277343749999, 0.00136787109375, 0.00113203125, 0.003938525390625001, 0.00740537109375, 0.007334619140625004]"
120,"[334, 339, 339, 360, 364, 366, 368, 370, 376, 387, 388, 393, 403, 404, 404, 410, 413, 416, 416, 416, 416, 416, 416, 420, 420, 421, 425, 425, 450, 450, 450, 450, 450]","[480.0, 617.0, 781.0, 1479.25, 1708.0, 469.0, 475.55555555555554, 183.0, 469.6, 1111.0, 353.55555555555554, 1896.0, 344.3333333333333, 961.6666666666666, 1783.3333333333333, 1437.75, 1709.2, 383.2886723507917, 398.0, 407.14285714285717, 423.03225806451616, 424.0, 432.0, 607.0, 914.0, 1122.0, 1045.090909090909, 1843.25, 386.0, 409.2, 502.0, 640.0, 784.0]","[0.001532958984375, 0.0027357421875, 0.003844189453125001, 0.004834716796875007, 0.0024999023437499994, 0.001061279296875, 0.003325341796875, 0.0028064941406249996, 0.001391455078125, 0.0011791992187499998, 0.0013442871093750004, 0.002995166015625002, 0.0011556152343750001, 0.0041743652343750005, 0.002995166015624999, 0.0030423339843750016, 0.002900830078125001, 0.18794077148437502, 0.027003662109375007, -0.0002830078125000001, 0.0020518066406250003, 0.001509375, 0.0006839355468750001, 0.002806494140625, 0.0030659179687500004, 0.0020989746093749997, 0.0030423339843750016, 0.0014150390625, 0.001014111328125, 0.001014111328125, 0.003962109375000001, 0.007546875000000002, 0.006532763671875001]"
121,"[366, 369, 383, 407, 416, 416, 416, 416, 416, 416, 420, 420, 425, 450, 450, 450, 450, 450]","[222.66666666666666, 842.0, 465.0, 468.0, 383.3280487804878, 398.0, 407.25, 423.2432432432432, 424.0, 434.0, 604.0, 747.0, 1008.5, 385.6, 408.0, 502.0, 646.0, 784.0]","[0.0016980468749999997, 0.0038441894531250015, 0.0018395507812500004, 0.0016744628906249996, 0.18850678710937502, 0.025848046875000006, -0.0004245117187500002, 0.001768798828125, 0.001320703125, 0.00042451171875, 0.0033253417968750003, 0.004292285156249999, 0.004103613281250002, 0.00108486328125, 0.0007311035156249999, 0.004480957031250001, 0.007334619140625002, 0.006061083984375002]"
122,"[366, 416, 416, 416, 416, 416, 416, 420, 450, 450, 450, 450, 450]","[425.3333333333333, 383.5005988023952, 398.0, 407.2566371681416, 423.18918918918916, 424.0, 434.0, 609.0, 384.6666666666667, 409.3333333333333, 502.0, 644.0, 784.0]","[0.0009197753906250001, 0.18579462890624998, 0.028607373046875006, -0.0004716796875000002, 0.0020518066406250003, 0.0015565429687499999, 0.00051884765625, 0.0024055664062500003, 0.00136787109375, 0.0009197753906250001, 0.003938525390625, 0.007051611328125001, 0.007004443359375001]"
123,"[366, 373, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450, 459]","[646.6666666666666, 462.72727272727275, 383.30392156862746, 398.0, 407.2307692307692, 423.1764705882353, 424.0, 447.84615384615387, 615.0, 747.0, 931.5, 383.7142857142857, 407.7142857142857, 501.5, 646.0, 786.0, 383.8333333333333]","[0.001061279296875, 0.0016980468750000003, 0.18812944335937498, 0.02570654296875, -0.0004716796874999997, 0.0018159667968750003, 0.001320703125, 0.00011791992187500004, 0.002853662109375001, 0.003985693359375, 0.0011320312500000002, 0.0012499511718750001, 0.00127353515625, 0.004504541015624999, 0.0069101074218750015, 0.0073110351562499995, 0.002098974609375]"
124,"[339, 378, 405, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450]","[769.0, 460.6, 457.6666666666667, 383.4942667471334, 398.0, 407.2909090909091, 423.18918918918916, 424.0, 434.0, 602.0, 746.0, 386.0, 502.6666666666667, 645.3333333333334, 788.6666666666666]","[0.002429150390625, 0.0018867187500000002, 0.0021697265625000004, 0.18607763671875002, 0.027121582031250004, -0.0004245117187499999, 0.001910302734375, 0.0015801269531249998, 0.00051884765625, 0.003702685546875, 0.0050705566406250005, 0.0012499511718750001, 0.004032861328125, 0.006650683593750001, 0.006556347656250003]"
125,"[334, 339, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 422, 422, 450, 450, 450, 450, 450, 462]","[1509.3333333333333, 775.3333333333334, 383.2487804878049, 398.0, 407.10869565217394, 422.96774193548384, 424.0, 434.0, 440.0, 604.0, 753.3333333333334, 914.0, 482.0, 484.0, 385.0, 410.0, 501.2, 640.0, 787.0, 192.6153846153846]","[0.0029479980468750003, 0.0020046386718749996, 0.18817661132812505, 0.027805517578125005, -0.000495263671875, 0.00188671875, 0.0016037109375, 0.00047167968750000004, 0.000259423828125, 0.003372509765625, 0.0040564453125, 0.002287646484375, 0.0013678710937500003, 0.0014150390624999998, 0.001249951171875, 0.0011556152343750001, 0.004127197265624999, 0.007216699218749999, 0.0066978515625000035, 0.0017687988281249998]"
126,"[358, 381, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[467.0, 458.42857142857144, 383.44404332129966, 398.0, 407.23809523809524, 423.1666666666667, 424.0, 434.0, 440.0, 608.6666666666666, 754.0, 915.0, 384.0, 409.5, 502.0, 642.0, 786.6666666666666]","[0.00099052734375, 0.0024999023437500003, 0.18638422851562503, 0.027428173828125, -0.00037734375, 0.0020518066406250003, 0.0015801269531249998, 0.0006131835937500001, 0.00042451171875, 0.0030895019531250005, 0.0035611816406249997, 0.002075390625, 0.0010848632812500002, 0.0009433593750000001, 0.004268701171874999, 0.006462011718750002, 0.006721435546875003]"
127,"[339, 339, 406, 407, 416, 416, 416, 416, 416, 416, 420, 420, 424, 450, 450, 450, 450, 450]","[593.3333333333334, 766.0, 470.22222222222223, 469.5, 383.3930530164534, 398.0, 407.28846153846155, 423.14285714285717, 424.0, 434.0, 608.0, 755.3333333333334, 460.0, 387.0, 409.0, 501.3333333333333, 646.0, 782.0]","[0.003490429687500001, 0.002570654296875, 0.002664990234375001, 0.0015801269531249998, 0.18796435546874996, 0.02565937500000001, -0.0001886718749999998, 0.00212255859375, 0.0015801269531249998, 0.0007546875, 0.003183837890625001, 0.00410361328125, 0.0026649902343750006, 0.001320703125, 0.001391455078125, 0.003938525390624999, 0.0069101074218750015, 0.006249755859375]"
128,"[366, 370, 412, 416, 420, 420, 450, 450, 450, 450, 450]","[341.3333333333333, 982.0, 463.5, 382.7760617760618, 609.3333333333334, 756.0, 385.0, 408.6666666666667, 501.6, 646.0, 785.0]","[0.0012735351562500003, 0.0018159667968750005, 0.0015093750000000005, 7.852240429687522, 0.0028536621093750002, 0.0031602539062500017, 0.001320703125, 0.0010848632812500002, 0.00415078125, 0.007028027343750002, 0.007004443359375002]"
129,"[339, 353, 366, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[783.3333333333334, 1229.5, 1901.5, 383.54997007779775, 398.0, 407.30434782608694, 423.2, 424.0, 432.57142857142856, 610.0, 746.0, 385.5, 409.5, 501.6, 644.5, 786.0]","[0.0014622070312499999, 0.00193388671875, 0.0008490234375000002, 0.18515786132812498, 0.028772460937500008, -0.0004716796875000002, 0.00202822265625, 0.00155654296875, 0.000495263671875, 0.00301875, 0.003985693359375, 0.001438623046875, 0.0009197753906249999, 0.004127197265624999, 0.007004443359375, 0.007145947265625001]"
130,"[339, 339, 339, 366, 388, 406, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 448, 448, 450, 450, 450, 450]","[777.0, 1496.5, 1945.3333333333333, 52.5, 472.93333333333334, 462.7692307692308, 383.48864994026286, 398.0, 407.2631578947368, 423.2105263157895, 424.0, 432.3333333333333, 440.0, 607.0, 754.0, 915.3333333333334, 151.26315789473685, 154.0, 384.0, 502.0, 646.0, 788.0]","[0.00212255859375, 0.0016272949218750004, 0.0006839355468750001, 0.0017216308593750002, 0.0029008300781249996, 0.0022640625000000004, 0.18537011718750002, 0.028701708984374998, -0.00044809570312499976, 0.0020989746093749997, 0.0014622070312499999, 0.00037734375, 0.00044809570312500003, 0.0033725097656249997, 0.004339453125000001, 0.0022640625, 0.001674462890625, 0.0026414062499999997, 0.00099052734375, 0.0039149414062500006, 0.006367675781250001, 0.0061318359375]"
131,"[339, 369, 370, 371, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[769.0, 28.0, 475.55555555555554, 1451.6666666666667, 383.42273000601324, 398.0, 407.25233644859816, 423.1111111111111, 432.2857142857143, 608.0, 747.0, 386.0, 409.3333333333333, 501.5, 645.0, 788.6666666666666]","[0.001957470703125, 7.7766065917968685, 0.002429150390625, 0.004363037109375001, 0.18683232421875004, 0.028017773437499997, -0.00037734375000000024, 0.00268857421875, 0.0008254394531250001, 0.0027121582031250004, 0.0038441894531250007, 0.0010376953125, 0.0008018554687500002, 0.003561181640625, 0.006650683593750002, 0.006556347656250004]"
132,"[358, 382, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450]","[824.0, 630.0, 383.3983152827918, 398.0, 407.20388349514565, 423.030303030303, 434.0, 607.0, 747.0, 386.0, 407.6666666666667, 501.3333333333333, 645.0, 784.0]","[0.0012735351562500003, 0.0014386230468750002, 0.18666723632812499, 0.027758349609374997, -0.0004245117187499999, 0.002617822265625, 0.000683935546875, 0.0028772460937500004, 0.003702685546875001, 0.001202783203125, 0.00113203125, 0.00372626953125, 0.006862939453125003, 0.006910107421875002]"
133,"[339, 364, 364, 366, 380, 399, 403, 407, 416, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 450]","[775.0, 1300.1818181818182, 1744.5, 538.4, 461.3333333333333, 1719.0, 464.5, 481.1111111111111, 382.85526315789474, 398.0, 406.6923076923077, 422.6, 424.0, 432.0, 440.0, 613.0, 767.0, 384.6666666666667, 407.5, 502.4, 643.0, 786.5, 911.3333333333334]","[0.0026649902343750006, 0.006650683593750005, 0.008466650390625009, 0.00127353515625, 0.001014111328125, 0.0008490234375, 0.00099052734375, 0.002051806640625, 0.18343623046875002, 0.03315908203125, -7.075195312499984e-05, 0.0017452148437500001, 0.001768798828125, 0.0006367675781250001, 0.00037734374999999997, 0.0026649902343749998, 0.0028536621093750002, 0.0013207031250000005, 0.0012263671874999998, 0.00457529296875, 0.007311035156250001, 0.007358203125000002, 0.0022404785156249995]"
134,"[339, 364, 393, 400, 416, 416, 416, 416, 416, 416, 418, 420, 420, 420, 450, 450, 450, 450, 450, 451]","[777.0, 1101.5, 453.7647058823529, 104.85714285714286, 383.3120865904991, 398.0, 407.1372549019608, 422.96774193548384, 424.0, 434.0, 1612.0, 609.0, 760.0, 914.0, 385.0, 409.3333333333333, 501.6666666666667, 644.0, 786.0, 466.0]","[0.0018395507812500001, 0.0022640625000000004, 0.0049290527343750015, 0.0021697265625, 0.18676157226562506, 0.028465869140625, -0.0004716796874999997, 0.002051806640625, 0.0015565429687499999, 0.00037734375, 0.001320703125, 0.0035140136718749986, 0.0037970214843749996, 0.0022876464843749997, 0.0011084472656250001, 0.00099052734375, 0.004032861328125, 0.006179003906249999, 0.005966748046875, 0.0011791992187500002]"
135,"[340, 366, 416, 416, 416, 416, 416, 416, 416, 420, 420, 426, 450, 450, 450, 450, 450]","[639.3333333333334, 859.3333333333334, 383.29769137302554, 398.0, 407.1458333333333, 423.0, 424.0, 434.0, 440.0, 611.0, 753.5, 536.0, 386.0, 410.0, 501.6, 646.6666666666666, 783.5]","[0.001674462890625, 0.00136787109375, 0.188129443359375, 0.02683857421875, -0.00021225585937500029, 0.0020989746093749997, 0.001698046875, 0.00051884765625, 0.000495263671875, 0.0025706542968749998, 0.00287724609375, 0.0025470703125000005, 0.0011791992187500002, 0.0008726074218750001, 0.0036555175781250006, 0.006792187500000001, 0.006862939453125]"
136,"[340, 416, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 461]","[797.3333333333334, 383.4611211573237, 398.0, 407.2844036697248, 423.14285714285717, 434.0, 440.0, 609.0, 769.0, 387.0, 409.0, 502.0, 641.3333333333334, 785.0, 477.8888888888889]","[0.0017216308593750002, 0.187138916015625, 0.027546093749999993, -4.716796874999998e-05, 0.00264140625, 0.0006839355468749998, 0.00070751953125, 0.002523486328125, 0.003183837890625001, 0.001202783203125, 0.0011320312500000002, 0.004457373046874999, 0.0074997070312499995, 0.007311035156250002, 0.0026178222656250004]"
137,"[339, 344, 356, 366, 412, 416, 416, 416, 416, 416, 420, 420, 450, 450, 450, 450, 450, 456]","[781.0, 639.3333333333334, 470.0, 1497.2, 1029.3333333333333, 383.3660606060606, 398.0, 407.2040816326531, 423.0344827586207, 434.0, 603.3333333333334, 753.0, 386.0, 408.0, 501.3333333333333, 645.3333333333334, 784.0, 582.4]","[0.00165087890625, 0.001509375, 0.001768798828125, 0.00108486328125, 0.001910302734375001, 0.18777568359375, 0.0263197265625, -0.0003065917968750001, 0.002476318359375, 0.0007546874999999999, 0.0027593261718750002, 0.002995166015625001, 0.00127353515625, 0.0011084472656250001, 0.004103613281250001, 0.00702802734375, 0.007145947265625003, 0.002075390625]"
138,"[339, 402, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450, 452, 460]","[775.0, 464.5, 383.4034229828851, 398.0, 407.2929292929293, 423.14285714285717, 424.0, 608.6666666666666, 754.0, 915.3333333333334, 385.5, 409.0, 502.0, 643.0, 782.6666666666666, 488.0, 458.85714285714283]","[0.002075390625, 0.0018159667968749998, 0.18763417968749999, 0.025211279296875003, -0.00018867187499999987, 0.002075390625, 0.0015801269531250002, 0.0029244140625000006, 0.0031366699218750007, 0.002429150390625, 0.00117919921875, 0.000966943359375, 0.0040564453125, 0.007499707031250001, 0.007688378906250001, 0.0009197753906250001, 0.002051806640625]"
139,"[339, 339, 339, 371, 416, 420, 420, 450, 450, 450, 450, 450]","[598.0, 775.0, 958.0, 465.7142857142857, 383.1946955997589, 608.0, 747.3333333333334, 385.5, 408.0, 502.0, 643.0, 786.5]","[0.0029244140624999997, 0.0021697265624999996, 0.0021461425781249995, 0.003962109375000001, 7.89959707031254, 0.0037026855468750004, 0.004716796874999998, 0.001014111328125, 0.0008726074218750001, 0.004009277343750001, 0.006792187500000001, 0.006768603515625]"
140,"[354, 357, 361, 364, 370, 370, 375, 387, 390, 400, 416, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 441, 441, 450, 450, 450, 450, 450]","[466.61538461538464, 464.14285714285717, 538.5, 1106.0, 1213.0, 1645.2, 1180.0, 1769.6666666666667, 463.3333333333333, 495.2, 383.33049300060867, 398.0, 407.2121212121212, 423.03225806451616, 424.0, 434.0, 455.6, 456.0, 606.6666666666666, 757.0, 919.0, 462.0, 500.625, 384.0, 409.3333333333333, 502.0, 645.0, 787.0]","[0.004339453125000001, 0.00372626953125, 0.0017687988281250007, 0.0022168945312500007, 0.0011084472656250001, 0.00188671875, 0.0008490234375, 0.000589599609375, 0.002028222656250001, 0.0015565429687499999, 0.187893603515625, 0.026673486328125003, -0.0004480957031249999, 0.0019810546875000004, 0.001438623046875, 0.000306591796875, 0.00037734375, 0.000495263671875, 0.003325341796875001, 0.0034196777343749986, 0.0024055664062499994, 0.0009433593750000001, 0.002570654296875, 0.00113203125, 0.0009433593750000003, 0.003962109374999999, 0.006957275390625001, 0.006414843750000002]"
141,"[339, 369, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450, 450]","[775.5, 1552.0, 383.1308176100629, 398.0, 408.0, 423.0344827586207, 424.0, 432.0, 447.6923076923077, 608.0, 762.0, 915.3333333333334, 386.0, 409.0, 502.0, 646.5, 785.0]","[0.00174521484375, 0.002617822265625, 0.18228061523437497, 0.024267919921875002, 0.0018159667968750005, 0.0017923828125, 0.0014857910156249998, 0.00030659179687499995, 0.000259423828125, 0.0033960937500000007, 0.004339453125, 0.0023112304687500002, 0.001202783203125, 0.0009197753906250002, 0.003702685546875, 0.0060139160156250015, 0.006320507812500001]"
142,"[339, 368, 416, 416, 416, 416, 416, 416, 416, 420, 420, 420, 450, 450, 450, 450]","[776.0, 1500.8, 383.1635455680399, 398.0, 407.13253012048193, 423.0967741935484, 424.0, 432.0, 440.0, 604.0, 748.0, 913.0, 386.0, 502.6666666666667, 646.0, 787.0]","[0.0019574707031250003, 0.0033253417968750034, 0.18164384765625, 0.025069775390625, -0.0004480957031249999, 0.0016272949218750002, 0.0014150390625, 0.00037734375, 0.000188671875, 0.0035140136718749995, 0.0046932128906249995, 0.0027829101562500008, 0.0007311035156249999, 0.003231005859375, 0.00580166015625, 0.00617900390625]"
